sentence_id,transcript,sentence,gold_label,vote_sub,vote_boi,is_tie,vote_margin,mean_conf,std_conf,provider_split,gpt_mini_balanced__label,haiku_pattern__label,sonnet_skeptic__label,gpt_mini_balanced__confidence,haiku_pattern__confidence,sonnet_skeptic__confidence,severity_score
e7cb9c37b7e4,WFC_Q4-2024,"Question Analysts - Analyst Clearly, the way the stock has reacted, the message from your shareholders has been an embrace of Wells Fargo was more than a remediation story, and thinking about the return improvement even beyond the asset cap resolution and the consent order.",boilerplate,1,2,False,1,0.7799999999999999,0.12165525060596444,True,substantive,boilerplate,boilerplate,0.7,0.92,0.72,3
19acf8d9a859,INTC_Q3-2024,The new Xeon 6 is tailor-made to handle compute-intensive workloads with exceptional efficiency from edge to data center and cloud environments.,substantive,2,1,False,1,0.7833333333333332,0.07637626158259735,True,substantive,boilerplate,substantive,0.8,0.85,0.7,3
0bb463330f69,NKE_Q1-2026,"Elliot, maybe could you help elaborate on some of the early wins under your belt that you cited notably the return to growth in North America and the material acceleration in running.",boilerplate,1,2,False,1,0.7899999999999999,0.07937253933193772,True,substantive,boilerplate,boilerplate,0.7,0.85,0.82,3
1098bb01fa5e,AVGO_Q1-2026,"And then maybe the second quick question for either you or Charlie is, given that Broadcom's TPU, XPU programs from a performance complexity IP perspective are 12 to 18 months ahead of any of these COT programs, how does the Broadcom team widen this gap further?",substantive,2,1,False,1,0.7899999999999999,0.07937253933193772,True,boilerplate,substantive,substantive,0.7,0.85,0.82,3
80144c45ae6f,FDX_Q1-2025,"In Europe, we further optimized in-station processes.",boilerplate,1,2,False,1,0.7899999999999999,0.07937253933193772,True,substantive,boilerplate,boilerplate,0.7,0.85,0.82,3
991fb5121fc1,FAST_Q3-2024,"Just to make it easier, as Dan indicated, for the branches to get product faster, helps customer service, helps us grow.",boilerplate,1,2,False,1,0.7899999999999999,0.07937253933193772,True,substantive,boilerplate,boilerplate,0.7,0.85,0.82,3
2f0196f99c5b,NVDA_Q3-2025,"On supply constraints, is it a multitude of componentry that's causing this or is it specifically CoWoS, HBM?",substantive,2,1,False,1,0.79,0.115325625946708,True,boilerplate,substantive,substantive,0.7,0.92,0.75,3
efaed34eaf3c,BLK_Q1-2026,And now IQQ is similarly trying to facilitate access for U.S. investors with an iShares quality option in one of the most widely tracked indexes.,substantive,2,1,False,1,0.79,0.06557438524302002,True,substantive,boilerplate,substantive,0.8,0.85,0.72,3
fc8c3951b651,NVDA_Q1-2025,Companies are using Omniverse to digitalize their workflows.,boilerplate,1,2,False,1,0.79,0.115325625946708,True,substantive,boilerplate,boilerplate,0.7,0.92,0.75,3
305c242b6238,FAST_Q4-2024,"If you need it faster than that, we can ship it overnight, but that gets expensive.",boilerplate,1,2,False,1,0.7999999999999999,0.08660254037844388,True,substantive,boilerplate,boilerplate,0.7,0.85,0.85,3
54001e3ce7df,JNJ_Q1-2026,We actually don't disclose the [ MFA ] sales at this point in time.,substantive,2,1,False,1,0.7999999999999999,0.1322875655532295,True,boilerplate,substantive,substantive,0.9,0.85,0.65,3
932809fbc259,FAST_Q2-2024,"Executives - Former Executive VP & CFO If you look -- if the question is about green shoots, I don't have a lot of green shoots for you on the macro side.",substantive,2,1,False,1,0.7999999999999999,0.1322875655532295,True,boilerplate,substantive,substantive,0.9,0.85,0.65,3
aeb4ec962aa0,AMD_Q2-2024,We expanded gross margin significantly and drove earnings growth while increasing investment in AI.,substantive,2,1,False,1,0.8066666666666666,0.07505553499465135,True,substantive,substantive,boilerplate,0.85,0.85,0.72,3
a999ae5389ef,GS_Q4-2023,"We continue to be a trusted adviser to our clients, to be an employer of choice for our people and to generate mid-teens returns through the cycle and strong total shareholder return.",boilerplate,1,2,False,1,0.8133333333333334,0.11015141094572209,True,substantive,boilerplate,boilerplate,0.7,0.92,0.82,3
bd297782d3f5,BLK_Q4-2023,"Just yesterday, the iShares Bitcoin ETF began trading in another landmark moment that advances ETF innovation and expand access to Bitcoin for investors.",substantive,2,1,False,1,0.8166666666666668,0.05773502691896257,True,substantive,boilerplate,substantive,0.75,0.85,0.85,3
d968f269640e,GS_Q4-2023,"Question Analysts - MD, Head of U.S. Large-Cap Bank Research & Senior bank Analyst I was just wondering what you're going to do about the Lead Independent Director, who I guess is no longer on your Board, Bayo, I guess, his firm got purchased and now you need to get a new lead director.",substantive,2,1,False,1,0.8166666666666668,0.10408329997330666,True,boilerplate,substantive,substantive,0.9,0.85,0.7,3
daa28747ca57,JPM_Q4-2023,"Question Analysts - Former Senior Analyst of US Large-Cap Banks Jeremy, could you give a little more color on what's baked into the loan loss reserve in terms of kind of weighted average assumptions?",substantive,2,1,False,1,0.8166666666666668,0.10408329997330666,True,boilerplate,substantive,substantive,0.9,0.85,0.7,3
ee9cdd80d1a3,JNJ_Q4-2025,"And it would be helpful if you could touch upon the outlook for your EP business, which is growing below market.",boilerplate,1,2,False,1,0.8233333333333333,0.025166114784235805,True,substantive,boilerplate,boilerplate,0.8,0.85,0.82,3
18e340c8de9b,GS_Q4-2025,We are expanding our loan product offerings in line with client demand.,boilerplate,1,2,False,1,0.8233333333333334,0.11239810200058246,True,substantive,boilerplate,boilerplate,0.7,0.92,0.85,3
732770e8592b,JNJ_Q2-2025,I will now comment on business sales performance in the quarter with a focus on the 6 areas Joaquin discussed that will drive significant growth for the enterprise.,boilerplate,1,2,False,1,0.8233333333333334,0.11239810200058246,True,substantive,boilerplate,boilerplate,0.7,0.92,0.85,3
469d2d450444,AVGO_Q1-2026,"Question Analysts - Senior MD & Semiconductor Research Analyst I'm curious, how are you thinking about the move to disaggregate prefill and decode from the GPU ecosystem and the impact to custom silicon demand?",substantive,2,1,False,1,0.85,0.04999999999999999,True,boilerplate,substantive,substantive,0.9,0.85,0.8,3
7133088c0728,JNJ_Q1-2024,"I'll now discuss our full year 2024 guidance, which excludes the recently announced acquisition of Shockwave.",substantive,2,1,False,1,0.8566666666666668,0.09291573243177571,True,substantive,substantive,boilerplate,0.9,0.92,0.75,3
a21e44fd1756,AVGO_Q4-2024,"What do you think is the SAM in 2024, so we can get a baseline view of what your $12.2 billion in sales represent?",substantive,2,1,False,1,0.8566666666666668,0.09291573243177571,True,boilerplate,substantive,substantive,0.9,0.92,0.75,3
2c25277fdb30,AVGO_Q2-2025,"Hock, good to see the positive growth inflection quarter-over-quarter, year-over-year growth rates in your AI business.",substantive,1,2,False,1,0.8633333333333333,0.0981495457622364,True,substantive,boilerplate,boilerplate,0.75,0.92,0.92,3
bdc5933ee44b,JNJ_Q2-2025,"And do you see room to improve the operating margin next year beyond the implied, I think, 32.8% in the 2025 guidance?",substantive,2,1,False,1,0.8733333333333334,0.040414518843273836,True,substantive,boilerplate,substantive,0.85,0.92,0.85,3
1ff45aa14aa2,AVGO_Q4-2024,"Question Analysts - Former Managing Director The $60 billion to $90 billion SAM forecast for fiscal '27, Hock, I'm curious if you guys have a view on the TAM.",substantive,2,1,False,1,0.89,0.036055512754639925,True,boilerplate,substantive,substantive,0.9,0.92,0.85,3
a167e4094f5d,FAST_2026_01_20,"And of course, we obvious -- we distribute through a lot of tech areas like the FMI space.",boilerplate,1,2,False,1,0.6233333333333333,0.08736894948054101,False,boilerplate,boilerplate,substantive,0.6,0.72,0.55,2
156b765c8f92,JPM_Q1-2025,"There is this excessive cost built up that hopefully we can get rid of and will reduce the cost of the system, but it's not the brand new branches.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
39117a2f641b,NKE_Q3-2025,"And given that it's a monobrand market, as Elliott mentioned, it's going to take us time to execute the Win Now in China.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
8b3c470d12a9,JPM_Q1-2026,"Same risk be regulated in the same way, and it doesn't become the case that you just create a giant arbitrage back door or the provision on the payment of interest for stable funds.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
9ba9eefac801,AVGO_Q2-2024,"We also recognize that being the AI compute engine of choice in merchants in the ecosystem, which is GPUs, that they are trying to create a platform that is probably end to end very integrated.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
c36e301a12f2,AVGO_Q3-2024,"Meanwhile, there's still a market for in enterprise for merchant silicon.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
f27a859c8a0a,PLTR_Q2-2024,"And the answer to that for these countries really is reimagine how you produce and the people who do it are going to be people who are alumni of the companies that have actually built companies correctly, call it, the Palantir alumni and people from the SpaceX network are really the only people who have done these things.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,2
5d53f1a0db4f,BLK_Q3-2025,"The last thing I'd flag is these strategies are contributing, I think, to fee yield improvement.",boilerplate,1,2,False,1,0.6466666666666666,0.12701705922171766,False,boilerplate,substantive,boilerplate,0.5,0.72,0.72,2
5bb889378dea,BLK_Q1-2025,We have a couple of announcements of partnerships with other organizations in LatAm that we're working on.,boilerplate,1,2,False,1,0.65,0.08660254037844388,False,boilerplate,boilerplate,substantive,0.6,0.75,0.6,2
1acee53f34a4,NVDA_Q3-2026,"All of those different industries are now getting engaged, and they're going to do their own fundraising.",boilerplate,1,2,False,1,0.6566666666666666,0.17214335111567142,False,boilerplate,boilerplate,substantive,0.6,0.85,0.52,2
1f1ad6d7ce3a,JPM_Q2-2025,And so we've talked about how excess capital is earnings in store.,boilerplate,1,2,False,1,0.6666666666666666,0.16072751268321592,False,boilerplate,boilerplate,substantive,0.6,0.85,0.55,2
23a546f4c309,JPM_Q3-2024,You've got a trough in the middle of the year and you've got a rough ballpark for the full year.,boilerplate,1,2,False,1,0.6666666666666666,0.16072751268321592,False,boilerplate,boilerplate,substantive,0.6,0.85,0.55,2
765860ccced0,JPM_Q1-2026,I totally agree with Jamie that there is no systematic risk come as long as we assume the every type of capital expenditures continue with good yield outlook.,boilerplate,1,2,False,1,0.6666666666666666,0.16072751268321592,False,boilerplate,boilerplate,substantive,0.6,0.85,0.55,2
7e199a6ff287,AVGO_Q2-2024,"It's not -- what we're offering, obviously, is not something that they would like to use themselves, to be able to do themselves, which is they're already spending on building their own on-prem data centers.",boilerplate,1,2,False,1,0.6666666666666666,0.16072751268321592,False,boilerplate,boilerplate,substantive,0.6,0.85,0.55,2
cee5c8777e87,AVGO_Q1-2026,"Now you've got to productize it, which means inference.",boilerplate,1,2,False,1,0.6666666666666666,0.16072751268321592,False,boilerplate,boilerplate,substantive,0.6,0.85,0.55,2
0bc64f5cd197,C_Q1-2025,We've been talking about optimizing use of capital revenue to RWA and the improvement all last year.,substantive,1,2,False,1,0.6733333333333333,0.06429100507328636,False,boilerplate,boilerplate,substantive,0.7,0.72,0.6,2
459cb8f33fe5,WFC_Q4-2025,"So to that point, we do disclose that, and so we would encourage everyone to look at that disclosure and as you project forward to think about that number as opposed to just the pieces because it will -- the mix will change depending on the rate environment.",substantive,1,2,False,1,0.6733333333333333,0.06429100507328636,False,boilerplate,boilerplate,substantive,0.7,0.72,0.6,2
c051f879e573,PLTR_Q4-2023,"Those assumptions have seeped into our products, whether they're a military product or they're foundry or ontology or AIP.",boilerplate,1,2,False,1,0.68,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.72,2
0973649b8cdb,BLK_Q3-2025,"Our initiative with Great Gray, the collective trust company that we told you about earlier this year.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
14d10d96c632,WFC_Q3-2024,"I'd say, look, the short answer on the behavior side is not much has changed since in the last 3 weeks.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
33a8f63683a4,NVDA_Q3-2025,Some of it would be digital artist intelligence like Runway.,boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
3a4614a3fc6f,PLTR_Q4-2025,"Gotham's new suite of integrated capabilities, platform-run Foundry, met their moment.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
3c3838ae8f0d,FAST_2026_01_20,"So I mean it's a big focus for us next year and we definitely see that to be becoming an increasing number as we move forward, especially in the latter half of '26.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
51ac3d013940,NVDA_Q4-2026,"Our demand profile is broad, diverse and expanding beyond just chatbots.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
53da9e52bfae,JPM_Q1-2025,And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem.,substantive,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
67d835b18717,AVGO_Q2-2025,"Networking is hot, but that doesn't mean XPU is any soften.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
6936a84fe8f0,AMD_Q3-2025,"I think the key point being, clearly, there's a desire to get on the latest and greatest GPUs when you're building new data center infrastructure.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
722296907601,AVGO_Q3-2025,"And they are the guys who would invest, who need to invest a lot initially, in my view, on training, training of ever larger and larger clusters of ever more capable accelerators.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
76202389d69f,BLK_Q1-2024,"They want their portfolios to be more holistically blending public and private markets, active in an index.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
84c018fb75ae,JPM_Q2-2024,"So first and foremost, we're looking to deploy the capital into organic or inorganic growth.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
b13c673b07d7,BLK_Q1-2025,"This, I think, can be done faster than that because it can be done largely through allocations to funds inside of target date funds that are already themselves asset allocation vehicles.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
b196edf5c2a4,AVGO_Q4-2025,"Obviously, Google uses its own networking.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
bbc76290506c,NKE_Q2-2025,"I'd note that even with these actions, we almost offset it by the contribution of newness and innovation.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,2
20c93c37a1ef,NKE_Q2-2026,"I'm confident this change will result in us accelerating our Win Now actions by allowing our geography GMs to more closely shape our strategy, drive faster decisions and influence investments.",boilerplate,1,2,False,1,0.69,0.07937253933193772,False,boilerplate,substantive,boilerplate,0.6,0.72,0.75,2
410c44eceb71,FAST_Q3-2024,"Our -- when I look at the daily sales rate for September, it really, I believe, points to some very good changes and alignment and some personnel moves that we've made in the last 12 to 18 months, and I credit Jeff Watts and his team for some really smart moves.",boilerplate,1,2,False,1,0.69,0.07937253933193772,False,boilerplate,substantive,boilerplate,0.6,0.72,0.75,2
4a3464333a8a,GS_Q2-2024,"And based on what we see develop from the client franchise, we will make that assessment, we'll manage our capital to an appropriate buffer, but we're still certainly in a position to continue to return capital to shareholders.",boilerplate,1,2,False,1,0.69,0.03605551275463986,False,boilerplate,boilerplate,substantive,0.7,0.72,0.65,2
96f2341548f6,FAST_2026_01_20,"It also provides our customers with ongoing insight regarding product consumption, insight we're uniquely able to provide in a wide range of locations.",boilerplate,1,2,False,1,0.69,0.07937253933193772,False,boilerplate,substantive,boilerplate,0.6,0.72,0.75,2
c95054029a47,NKE_Q1-2026,We are going to accelerate the Win Now actions by activating our Sport Offense that I've spent some time speaking to.,boilerplate,1,2,False,1,0.69,0.07937253933193772,False,boilerplate,substantive,boilerplate,0.6,0.72,0.75,2
fcec1024a5db,JPM_Q2-2025,"So we're doing what we want to do, but clearly, it is a big amount of excess, and that does mean that everything is on the table as it always is, and that includes potentially inorganic things.",boilerplate,1,2,False,1,0.69,0.03605551275463986,False,boilerplate,boilerplate,substantive,0.7,0.72,0.65,2
0533c9b05a31,INTC_Q1-2024,A lot of that stuff doesn't actually show up in the P&L.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
1d634cb132fd,PLTR_Q1-2025,"You have Eastern Europe, you have Germany, France, you have -- they're very different Europes.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
20318f871582,NVDA_Q1-2025,"And if you invest in our architecture today, without doing anything, it will go to more and more clouds and more and more data centers and everything just runs.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
24416944651b,NKE_Q2-2025,My visits to the geos the past few weeks only reinforced my conviction that we need to get back to empowering our teams in key countries and key cities.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
630b3e3a20e2,FAST_Q3-2025,"Figure out what you need, surgically buy product based on cost components, but don't do a broad brush on this.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
91c28822f7ce,C_Q4-2024,We've also been cutting some of the unproductive spend.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
97d4caaaddda,JPM_Q4-2025,"In a lot of our businesses, everything gets expensed upfront.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
a99956316655,AVGO_Q2-2025,"And when we do that, yes, perhaps then things like exotic stuff like co-packaging might be of silicon with optical might become relevant.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
aed7cfff080d,NKE_Q3-2025,The competition is a bit more aggressive than I had -- when I remembered it 4.5 years ago.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
b24ba952461c,INTC_Q2-2024,We've uncovered quite a lot of areas where we don't leverage industry IPs.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
ba05688326dd,FAST_Q2-2025,"And so when the tariff activity started ramping up, I said to Kevin, can you start producing a video for the field to convey order to the chaos and try to simplify it as much as you can.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
d1068ff8e3ec,WFC_Q3-2024,"Executives - CEO & Chairman And the only thing I'd add is when you think about just rate movement, you need to look at the different points along the curve.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
d8defe0c06dc,PLTR_Q4-2024,I'm pretty sure there's some sanction invasion going on there.,boilerplate,1,2,False,1,0.6999999999999998,0.21794494717703364,False,boilerplate,boilerplate,substantive,0.6,0.95,0.55,2
e8f4f38ea4d5,GS_Q4-2023,We used to do that business on balance sheet.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
f3a0baa41205,FAST_Q4-2024,"But the other thing I think to think about is where we're genuinely special in the marketplace is in engaging with customers that have very large, very complex supply chains.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,2
09529bfa34d4,BLK_Q1-2024,"Then even as they have this sizable savings at retirement, there's not much guidance about how to spend or not -- and how not to overspend these savings.",substantive,1,2,False,1,0.7066666666666667,0.18475208614068026,False,boilerplate,boilerplate,substantive,0.6,0.92,0.6,2
66f17f729791,GS_Q3-2025,"We are thrilled to partner with T. Rowe which, like Goldman Sachs, has a strong brand with a long track record of success across investing in capital markets and in producing strong investment returns for clients.",boilerplate,1,2,False,1,0.7066666666666667,0.18475208614068026,False,boilerplate,boilerplate,substantive,0.6,0.92,0.6,2
9d6be834b02d,BLK_Q2-2024,BlackRock is always a share winner when assets are in motion and a meaningful outperformer in periods of investors re-risking.,boilerplate,1,2,False,1,0.7066666666666667,0.18475208614068026,False,boilerplate,boilerplate,substantive,0.6,0.92,0.6,2
aa4e29800289,JPM_Q4-2024,"You're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs.",boilerplate,1,2,False,1,0.7066666666666667,0.18475208614068026,False,boilerplate,boilerplate,substantive,0.6,0.92,0.6,2
1d88bd9705dd,PLTR_Q1-2024,Revenue from our largest customers continues to expand.,substantive,1,2,False,1,0.7133333333333333,0.11015141094572202,False,boilerplate,substantive,boilerplate,0.6,0.72,0.82,2
26981f72d93c,NKE_Q3-2026,"We also recognize that the environment around us has become increasingly dynamic, and could experience unplanned volatility due to the disruption in the Middle East, rising oil prices, and other factors that could impact either input costs or consumer behavior.",boilerplate,1,2,False,1,0.7133333333333333,0.11015141094572202,False,boilerplate,boilerplate,substantive,0.6,0.72,0.82,2
d4afd238406d,FAST_Q1-2026,"As our international sales teams have become increasingly more aligned, the growth continues to accelerate.",boilerplate,1,2,False,1,0.7133333333333333,0.11015141094572202,False,boilerplate,substantive,boilerplate,0.6,0.72,0.82,2
0340bcd5c4ee,NVDA_Q4-2025,"And then finally, I will say this, just because the chip is designed doesn't mean it gets deployed.",substantive,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
11a834eae02f,AVGO_Q4-2024,Those are not validated in our view under our model as customers.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
1d0768570fde,JPM_Q1-2026,It continues to be intense and we have both external and internal competition from higher-yielding alternatives and people sort of optimize that and the start of running the business.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
3e6464306b88,JPM_Q3-2024,"And the yield curve, if you have a recession, the effect of the yield curve will be very different than if you have continued growth.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
43f192a4c531,C_Q3-2024,"I also hope that you would then see that as we deliver on the expense target that we have a path to continuing to deliver on the medium-term expense target, the drivers of which I mentioned earlier.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
4661b7010f59,FDX_Q4-2024,"In FY '24, we remained focused on reducing our capital intensity, increasing ROIC, and continuing to provide increased stockholder returns all while maintaining a strong balance sheet.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
64d59c373a33,NKE_Q3-2026,We had been servicing our consumers with a direct-to-consumer model.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
749ad45c5b5d,PLTR_Q4-2023,Europe has decided that they are not going to engage in this revolution.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
751da47de00f,BLK_Q2-2024,"If and when the private equity markets unlock itself and there's a little more distribution, maybe you could see some of that cash going out and re-risking.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
7a2dd44e623d,INTC_Q3-2024,"Longer term, I just think as we continually improve our product portfolio, both in Foundry and Products, that usually commands a better margin profile and also longer term be a tailwind.",substantive,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
87b8c3021405,FAST_Q4-2023,Now an Onsite might be we're physically inside the customer's facility.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
89e85831afc7,WFC_Q1-2024,And then it starts with like deposits and deposit mix and deposit pricing and then goes through the rest of where we think the assets sort of net out.,substantive,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
8d826a7a1aef,JPM_Q4-2024,"I guess there could be some versions of the world where the numerator is a little less, and then guessing about our central case and comparing our projected capital amount to that number to determine the excess.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
92bf81a84bb1,NKE_Q2-2026,"In Greater China, we highlighted last quarter that we were facing a longer road to a healthier business.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
957fe2d3e59d,INTC_Q3-2024,So I'll say the first order of business is hold share and then regain share.,boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
9dff0328a9d8,FAST_Q4-2024,"If and when business gets better and pretax is growing more strongly, bonuses sort of reassert themselves.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
b331bcfdf871,JPM_Q4-2023,"And that's actually intuitive when you think about it as people continue migrating into CDs, but maybe a little nonintuitive if you're kind of trying to do beta-type math with like change in rates and change in rate pay that gets a little bit nonintuitive.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
b4d0d586b88b,AVGO_Q1-2024,"And also being in an environment where, as you all know, traditional enterprise networking is kind of also in a bit of a slowdown [ law ].",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
b9e6a2cee7b8,GS_Q1-2026,"As David referenced, we are thoughtfully building out our One Goldman Sachs 3.0 work streams, and our early learnings have reinforced the need to double down on the foundational elements of our infrastructure.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
c0187ec06af4,WFC_Q1-2024,"Executives - Senior EVP & CFO And when you think about the first quarter in particular, there's always going to be seasonality on the trading side.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
e1bdbf2d4b36,AVGO_Q4-2024,"So yes, the focus will be on paying down debt.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
e6b52047d3d2,FAST_Q1-2024,"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
f6becb58c021,FDX_Q2-2025,"I will say, it picked up, right, after Cyber Monday.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,2
