sentence_id,sentence,gold_label,override_label,changed
9d6be834b02d,BlackRock is always a share winner when assets are in motion and a meaningful outperformer in periods of investors re-risking.,boilerplate,boilerplate,False
9dff0328a9d8,"If and when business gets better and pretax is growing more strongly, bonuses sort of reassert themselves.",boilerplate,boilerplate,False
9fe0dd4ab441,"In MedTech, we will continue to accelerate our newly launched products and expect normalized seasonality.",substantive,substantive,False
a05b060276f4,"The one-timers, there was tailwinds and headwinds in that number.",boilerplate,boilerplate,False
a091133c17ab,"All that means is the deficits are probably going to be rising or a need to do -- as they build out infrastructure, a need for more public, private is more realistic.",boilerplate,boilerplate,False
a120ac9f1738,"And in order for us to ensure we're delivering greater returns in '27, '28, et cetera, we have to continue to invest in the franchise.",boilerplate,boilerplate,False
a167e4094f5d,"And of course, we obvious -- we distribute through a lot of tech areas like the FMI space.",boilerplate,boilerplate,False
a21e44fd1756,"What do you think is the SAM in 2024, so we can get a baseline view of what your $12.2 billion in sales represent?",substantive,substantive,False
a3738b4f3034,"We're guessing it's pretty far out in the future, and we'll give you formal guidance and all this stuff next quarter.",boilerplate,substantive,True
a4a6cd7ea257,"I think on further study relative to even comments that I did make last quarter, the impact relative to our overall mix is actually not going to be substantial at all.",substantive,substantive,False
a508719d5c3d,It looks like they were relatively flat.,boilerplate,boilerplate,False
a578996e81d0,We very much look forward to welcoming Vis Raghavan to Citi to lead our Banking franchise in early June.,boilerplate,boilerplate,False
a5a6ffa32de8,"And everything about it is heretical, a military vehicle with a software company as the prime contractor, and it's built by a team of nontraditional defense innovators like Anduril.",substantive,substantive,False
a759b9f34b80,"We really don't have that on the shelf, a finished good we can ship immediately.",substantive,substantive,False
a77aea6d40b6,"Is that someone from the Board currently, someone from outside Goldman Sachs, what type of person is the Board looking for?",boilerplate,boilerplate,False
a7ae8e94961c,"You can tweak your TPUs towards the -- XPU, sorry, Freudian slip, to a particular kind of workload LLM that you want.",substantive,substantive,False
a82f47e4de04,"Through our iShares and indexing platforms, we've developed long-standing relationships, highly aligned shareholder relationship with global corporates.",boilerplate,boilerplate,False
a8adc25a0d6c,"In addition to our Q1 outlook, we remain committed to being transparent and resuming our full year outlook for adjusted EPS, effective tax rate and capital returns as visibility improves.",substantive,substantive,False
a96fe60b6694,"So we continue to see with our memory bandwidth and memory capacity advantages, that's a positive.",boilerplate,boilerplate,False
a99956316655,"And when we do that, yes, perhaps then things like exotic stuff like co-packaging might be of silicon with optical might become relevant.",boilerplate,boilerplate,False
a999ae5389ef,"We continue to be a trusted adviser to our clients, to be an employer of choice for our people and to generate mid-teens returns through the cycle and strong total shareholder return.",boilerplate,boilerplate,False
aa4e29800289,"You're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs.",boilerplate,boilerplate,False
aaf7e5bc8bb2,It was a world-class execution that showcase the ACG logo on all Team USA athletes.,boilerplate,boilerplate,False
accbe2d66360,I was specifically referring to tariffs relating to protecting national security.,boilerplate,boilerplate,False
ad81104719f7,"But if it's government mandated, that's a really weird thing for certainty because if the economics work because there's a 50% tariff or a 25% tariff or a 75% tariff.",substantive,substantive,False
aeb4ec962aa0,We expanded gross margin significantly and drove earnings growth while increasing investment in AI.,substantive,substantive,False
aed7cfff080d,The competition is a bit more aggressive than I had -- when I remembered it 4.5 years ago.,boilerplate,boilerplate,False
afa5262a15dd,"As we spoke in January, we believe the planned combination of BlackRock's infrastructure platform with GIP will provide clients with access to market-leading investments and operating expertise across infrastructure private markets.",substantive,substantive,False
afc03a63042f,The question is whether one of the world's largest AI markets will run on American platforms.,boilerplate,boilerplate,False
afdb34ca2d2a,NVIDIA's networking footprint is much bigger than before.,substantive,substantive,False
b13c673b07d7,"This, I think, can be done faster than that because it can be done largely through allocations to funds inside of target date funds that are already themselves asset allocation vehicles.",boilerplate,boilerplate,False
b1551ea4b39c,"Given where inventory is in the marketplace, we expect to continue to see improvement in underlying profitability in that geography.",substantive,substantive,False
b196edf5c2a4,"Obviously, Google uses its own networking.",boilerplate,boilerplate,False
b24ba952461c,We've uncovered quite a lot of areas where we don't leverage industry IPs.,boilerplate,boilerplate,False
b331bcfdf871,"And that's actually intuitive when you think about it as people continue migrating into CDs, but maybe a little nonintuitive if you're kind of trying to do beta-type math with like change in rates and change in rate pay that gets a little bit nonintuitive.",boilerplate,boilerplate,False
b4d0d586b88b,"And also being in an environment where, as you all know, traditional enterprise networking is kind of also in a bit of a slowdown [ law ].",boilerplate,boilerplate,False
b674cd70d249,So Running and Core are the 2 areas where we're most optimistic that we see momentum building from an innovation and a newness perspective.,substantive,boilerplate,True
b6ac3549ea85,"So we've got some opportunity to be a little bit more strategic, also to look at the 3PL market.",boilerplate,boilerplate,False
b9e6a2cee7b8,"As David referenced, we are thoughtfully building out our One Goldman Sachs 3.0 work streams, and our early learnings have reinforced the need to double down on the foundational elements of our infrastructure.",boilerplate,boilerplate,False
ba05688326dd,"And so when the tariff activity started ramping up, I said to Kevin, can you start producing a video for the field to convey order to the chaos and try to simplify it as much as you can.",boilerplate,boilerplate,False
bbc76290506c,"I'd note that even with these actions, we almost offset it by the contribution of newness and innovation.",boilerplate,boilerplate,False
bd0946bd6572,"But I think the good part is like we've been methodically sort of making investments in really all of the asset classes, FX, credit, to a lesser degree, in equities and other places, but we're getting the benefit of those investments each quarter on an incremental basis.",substantive,substantive,False
bd16e67545e4,Blackwell has great demand for inference.,substantive,substantive,False
bd297782d3f5,"Just yesterday, the iShares Bitcoin ETF began trading in another landmark moment that advances ETF innovation and expand access to Bitcoin for investors.",substantive,substantive,False
bdba00b97eb8,Third-party engagements with IFS continue to validate our progress on this technology.,boilerplate,boilerplate,False
bdc5933ee44b,"And do you see room to improve the operating margin next year beyond the implied, I think, 32.8% in the 2025 guidance?",substantive,substantive,False
be917c0cf1b7,It tends to be a trade-off between the best possible pricing versus speed and uncertainty of execution.,boilerplate,substantive,True
bf16987ca0a7,"This is tied in part to the rapid growth of many of our e-commerce customers, where we are a critical enabler of global trade, offering unique solutions for our customers.",boilerplate,boilerplate,False
bf945960ae98,Can you just explain why was the bonus reset so much larger in 3Q versus 2Q?,boilerplate,boilerplate,False
bfe1d2b7d94d,"But obviously, if interest rates go back down, the liabilities will go out a little bit.",substantive,substantive,False
c0187ec06af4,"Executives - Senior EVP & CFO And when you think about the first quarter in particular, there's always going to be seasonality on the trading side.",boilerplate,boilerplate,False
c0261be2f096,"But it's also the case, as you know, that there's -- the market's expectation is that QT is going to start slowing down at some point this year.",boilerplate,substantive,True
c051f879e573,"Those assumptions have seeped into our products, whether they're a military product or they're foundry or ontology or AIP.",boilerplate,boilerplate,False
c087c7a333c1,There's a couple of states where the rules are pretty onerous.,boilerplate,boilerplate,False
c0a0ec59e588,"But it built as we built better analytics and data and then through better analytics and data, more acceptance and a broadening of the market.",boilerplate,boilerplate,False
c0d537feaa4f,"What the creation of public benchmarks did to drive stock markets, especially visible through iShares, we believe the combination of BlackRock with Preqin can do for private markets.",substantive,substantive,False
c14dbbfec902,"I think, Dave, you might have mentioned client flat to down in September.",boilerplate,boilerplate,False
c1752fa05719,"I know in the past, your target was to, I guess, bring in 70% of the die in-house to 18A.",substantive,substantive,False
c21ffe71dba2,"And yes, it was a different rate environment, but that growth that we delivered over the past couple of years has been a mix of both revenue and underlying business strength.",boilerplate,substantive,True
c30c8556cdc4,You can use 1 architecture and not worry about the changes in the workload across those 3 phases.,substantive,substantive,False
c36e301a12f2,"Meanwhile, there's still a market for in enterprise for merchant silicon.",boilerplate,boilerplate,False
c3d9b9d7c2fb,So it's not as if it's a cliff at the end of the consent order.,boilerplate,boilerplate,False
c44bace6789a,"Eddie brings deep expertise from his nearly 30-year career at FedEx, most recently as Corporate Vice President for Corporate Governance securities and tax law.",boilerplate,boilerplate,False
c6d344e2efb5,So we are continuing to onboard health care with that tool.,boilerplate,boilerplate,False
c737910457bb,"I don't know if you've dimensionalized how much was rate versus new business, but you have good core business momentum and a pipeline of one, but not yet funded.",substantive,substantive,False
c92f0b685a3f,"But -- you saw about -- basically about a month's worth in the quarter, we made the change in June.",substantive,substantive,False
c95054029a47,We are going to accelerate the Win Now actions by activating our Sport Offense that I've spent some time speaking to.,boilerplate,boilerplate,False
c9dc266406bd,"And especially in this complex trade environment, those kind of -- it's the added value as we improve our value proposition for moving things across borders and being predictive using GenAI to create value from HS classifications and so on.",substantive,substantive,False
cbdb6b1fc97c,It's hard to imagine a scenario coming out of the whole potential range of outcomes on capital that involves an upward revision on ROTCE.,boilerplate,boilerplate,False
cc6b6cfc2162,"Thanks to the strength of our Onsite program, there's a subset of this group that has grown even faster.",substantive,boilerplate,True
cd3db5972cbf,"As MI300 revenue ramps, how do you see the customer concentration, let's say, a year or 2 from now?",boilerplate,substantive,True
cd4687bb2961,All of the enterprise ISVs who are now working on agentic systems on top of their tools platforms.,substantive,substantive,False
cee5c8777e87,"Now you've got to productize it, which means inference.",boilerplate,boilerplate,False
cfbd7f76cc0b,"And is there opportunity set for maybe pulling in some more deposits and reinvesting in securities, given the slightly improved long-end rates here?",boilerplate,substantive,True
d1068ff8e3ec,"Executives - CEO & Chairman And the only thing I'd add is when you think about just rate movement, you need to look at the different points along the curve.",boilerplate,boilerplate,False
d309714f578a,"We know what we need to be spending on through the annual planning process that concluded last month, it was clear that we did need to invest some more.",substantive,substantive,False
d403bd98fb72,"And from our experience, I think you'll see a faster transition than, for example, when we went from Milan to Genoa.",substantive,substantive,False
d4afd238406d,"As our international sales teams have become increasingly more aligned, the growth continues to accelerate.",boilerplate,boilerplate,False
d505d83c1ec0,The integration of BlackRock's existing infrastructure platform with GIP will result in a market-leading comprehensive infrastructure business with truly differentiated origination and asset management capabilities.,substantive,substantive,False
d641d3e1165a,Is it the ASP uplift you're getting from the new products?,boilerplate,boilerplate,False
d68b96aba4c1,"I think this market structure bill that is yet to come is very, very important in the context of this and the direction of travel.",boilerplate,boilerplate,False
d779d984585b,And I guess what we're really trying to understand is how much of that acceleration comes from the organic pipeline versus acquisitions versus portfolio pruning.,boilerplate,boilerplate,False
d77a56534026,JPMorgan will be fine with or without an SLR change.,boilerplate,boilerplate,False
d7dee6c1f7af,"And at this point, to be honest, the pricing environment is fairly unremarkable, which is why we're not giving it as much time and energy in our dialogue.",boilerplate,substantive,True
d80ee5a9067d,"And I think some of that Mike Mayo mentioned the thing about regulation, he is right, there will be reductions in cost because rules and regulations will be modified a little bit.",substantive,substantive,False
d8defe0c06dc,I'm pretty sure there's some sanction invasion going on there.,boilerplate,boilerplate,False
d9122fb0919e,And we're going to -- you're going to see that networking obviously is very important in AI factories.,boilerplate,boilerplate,False
d93a91d0d92c,"I'm not in a path of, in the meantime, a different trajectory of enabling enterprises to do AI on their own workloads.",boilerplate,boilerplate,False
d968f269640e,"Question Analysts - MD, Head of U.S. Large-Cap Bank Research & Senior bank Analyst I was just wondering what you're going to do about the Lead Independent Director, who I guess is no longer on your Board, Bayo, I guess, his firm got purchased and now you need to get a new lead director.",substantive,substantive,False
daa28747ca57,"Question Analysts - Former Senior Analyst of US Large-Cap Banks Jeremy, could you give a little more color on what's baked into the loan loss reserve in terms of kind of weighted average assumptions?",substantive,substantive,False
db64194785f0,"And depending on where various pieces of regulation end up, we'll make whatever adjustments we need either to pricing or the mix of our businesses or look for other ways to serve our clients.",boilerplate,substantive,True
df1cc6f8dd65,"Innovation continues to be a main priority for the company, as demonstrated by our industry-leading R&D spend.",boilerplate,boilerplate,False
df9e0f92da0f,"In addition, we also need to develop a rich and diverse ecosystem of IP and EDA partners who will enable our customers to seamlessly design chips using our process.",substantive,substantive,False
dfbd9c25a30e,"So to your question of how much is pull forward, we don't think a whole lot of that is.",boilerplate,boilerplate,False
e14507967fe2,"That's a great product, great technology, but it's been out for 20 years.",substantive,substantive,False
e1bdbf2d4b36,"So yes, the focus will be on paying down debt.",boilerplate,boilerplate,False
e1d1234eb8ed,"And remind us again what the delta is in terms of cost structure, the margin dynamics of an EUV wafer?",boilerplate,substantive,True
e25dcc8eeb4b,These figures demonstrate that our scale continues to drive significant operating leverage.,boilerplate,boilerplate,False
e3fb6407708a,"Question Analysts - MD & Head of the North American Asset Managers, Brokers & Exchanges Team My question is on the breadth of the 10% base fee organic growth in the quarter.",boilerplate,substantive,True
e4cb2c6f492d,The industrial logic that informed our planned acquisition of GIP has only begun even clearer in the last 6 months.,substantive,substantive,False
e5223164ac13,"Kobe's a beloved athlete in China, and it was one of the biggest opportunities we saw to bring Kobe back into the product family, and we're incredibly excited about the energy that's building in China for Kobe.",boilerplate,boilerplate,False
e59eaf874875,NVIDIA NIMs accelerate and simplify model deployment.,substantive,substantive,False
e5e8ca998cbd,And do you think it leads to a market share shift faster than we were expecting towards XPU from GPU?,boilerplate,substantive,True
e6856371f018,"When you think about the Sport office, and this is rather than us being organized by men's, women, kids.",boilerplate,boilerplate,False
e6a7bb29a86c,"So overall, will help the mix on the gross margin side.",boilerplate,substantive,True
e6b52047d3d2,"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",boilerplate,boilerplate,False
e70c877a827d,The fourth quarter has traditionally been our strongest for organic growth.,substantive,substantive,False
e7bcc45b8762,We had a nominal dividend and we've been kind of growing into it as we've been growing the firm.,substantive,substantive,False
e7cb9c37b7e4,"Question Analysts - Analyst Clearly, the way the stock has reacted, the message from your shareholders has been an embrace of Wells Fargo was more than a remediation story, and thinking about the return improvement even beyond the asset cap resolution and the consent order.",boilerplate,boilerplate,False
e830a39f356f,We've seen improvements in sort of the rate of signings on the contract side as well.,substantive,substantive,False
e8f4f38ea4d5,We used to do that business on balance sheet.,boilerplate,boilerplate,False
e9ed70b37f39,"This quarter, we saw growth in multiple sport dimensions, an indicator that we are gaining traction.",substantive,substantive,False
ea2bf25a18bf,And I'll qualify this by saying it's a relatively dynamic industry out there right now given the tariffs and the implications on what that might look like from our TAM and from the macro.,boilerplate,boilerplate,False
eb0c8f6004b8,"Anybody with specific domain expertise is more powerful, more valuable in our product than they were yesterday.",boilerplate,boilerplate,False
eb35b4ffdf8f,"And so at the end of the day, I think that we need more discipline among our contract sellers and more discipline in our field personnel and they need to trust the tools because the tools are in great shape.",boilerplate,boilerplate,False
eb5e5e3ac3a3,We think the CD mix has probably peaked.,substantive,substantive,False
ec51ac4fe5a2,"It's almost a layer 3-dimensional chip, which it is.",boilerplate,boilerplate,False
edc980246b1a,"And I'm wondering, does that mean at $1.75 billion or does that mean keep pace with the increased Q-on-Q, which was [indiscernible] million?",boilerplate,substantive,True
ee9cdd80d1a3,"And it would be helpful if you could touch upon the outlook for your EP business, which is growing below market.",boilerplate,boilerplate,False
eecd6712acd6,You've said in the past calls that you thought that AI compute would move away from ASICs and go to merchant market.,boilerplate,boilerplate,False
ef0afc471d1f,"So again, is that flat for the fourth quarter on EPS through the February quarter?",boilerplate,substantive,True
efaed34eaf3c,And now IQQ is similarly trying to facilitate access for U.S. investors with an iShares quality option in one of the most widely tracked indexes.,substantive,substantive,False
efc5177858c5,We're seeing macroeconomic pressures in Japan.,substantive,substantive,False
eff28a46ed07,"That differentiation is built on more than a decade of deep technical investments, technologies like the Ontology, OSDK, the primitives that we have that permeate the platform, security, functions on objects, actions, write-back, machinery, automations, and a deep product pipeline that really is focused on addressing this very problem on this transition from prototyping to production.",substantive,substantive,False
f27a859c8a0a,"And the answer to that for these countries really is reimagine how you produce and the people who do it are going to be people who are alumni of the companies that have actually built companies correctly, call it, the Palantir alumni and people from the SpaceX network are really the only people who have done these things.",boilerplate,boilerplate,False
f29fa0ed85c9,"In closing, we delivered solid financial results in 2023, further strengthening our product portfolio and establishing ourselves as a leading provider of data center GPUs for AI.",substantive,substantive,False
f3a0baa41205,"But the other thing I think to think about is where we're genuinely special in the marketplace is in engaging with customers that have very large, very complex supply chains.",boilerplate,boilerplate,False
f41fa3a0e1e3,We only have one quarter of that as we move into '26.,substantive,substantive,False
f48bfb6acb82,"Can you offset it through pricing, product design?",boilerplate,substantive,True
f4d92f528d9d,We are at the lower end of that range today.,substantive,substantive,False
f56ec2d314cf,"And given that this is our last earnings call before the spin-off, we've invited Freight's CEO, John Smith; and CFO, Marshall Witt, to join us today to participate in the Q&A.",boilerplate,boilerplate,False
f5704f04db0c,"For example, last month's proposal on the recalibration of the enhanced SLR is a constructive step to returning the leverage requirement back to its intended purpose as a backstop measure.",substantive,substantive,False
f5fb9f412993,"Hock, you seem to have pretty good visibility into hitting that $4 billion run rate over the medium term, perhaps.",boilerplate,substantive,True
f6725c26e1e1,"In the past, we approached AI with a traditional silicon and training-centric mindset without a cohesive silicon systems software stack and strategy.",substantive,substantive,False
f6becb58c021,"I will say, it picked up, right, after Cyber Monday.",boilerplate,boilerplate,False
f6cdd83e99e9,"And then, of course, they want to know the capacity, the pricing, those are all in the discussion right now.",boilerplate,substantive,True
f853945d1b19,So we continue to see strength in Client going into the second quarter.,substantive,substantive,False
f8b594bba256,"And if you could just remind us what the end goal is for op leverage, for EBIT margin, I should say, and over what time frame do you expect to get there?",boilerplate,substantive,True
f93fcb6fc25f,"The second, as you point out, is loadings, and we are managing our capital spend and our investment with an eye on loadings to make sure that we keep those in a good place.",substantive,substantive,False
fa389e9521b6,And there is this debate about the extent and how quickly an asset cap removal would kickstart and allow for balance sheet growth.,boilerplate,boilerplate,False
fa3932dbc56a,And we are going to maintain the contradiction of having both high margins and high growth.,boilerplate,substantive,True
fc13486c3396,We knew 2024 would be a tough year as we lap the credit cost but we have a path to higher returns.,substantive,substantive,False
fc8c3951b651,Companies are using Omniverse to digitalize their workflows.,boilerplate,boilerplate,False
fcec1024a5db,"So we're doing what we want to do, but clearly, it is a big amount of excess, and that does mean that everything is on the table as it always is, and that includes potentially inorganic things.",boilerplate,boilerplate,False
ff009981a8f2,I'll also focus on our current expectations for 2025 and 2026.,boilerplate,substantive,True
