sentence_id,transcript,sentence,gold_label,vote_count,direction,sonnet_balanced__label,sonnet_skeptic__label,haiku_pattern__label,gpt_mini_balanced__label,sonnet_balanced__confidence,sonnet_skeptic__confidence,haiku_pattern__confidence,gpt_mini_balanced__confidence
5167ef7609d7,NVDA_Q4-2024,Question Analysts - MD and Head of Semiconductors & Semiconductor Equipment I wanted to ask about how you're converting backlog into revenue.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.85,0.92,0.9
51ac3d013940,NVDA_Q4-2026,"Our demand profile is broad, diverse and expanding beyond just chatbots.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
53da9e52bfae,JPM_Q1-2025,And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.6
54001e3ce7df,JNJ_Q1-2026,We actually don't disclose the [ MFA ] sales at this point in time.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.65,0.85,0.9
5411e4115163,JPM_Q3-2024,"Executives - Chairman & CEO I understand the debt markets, rates came down, spreads are quite low and markets are wide open.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.75,0.6
5506a492763e,NKE_Q3-2024,"Starting last June, we aligned our organization to put the consumer and a sharp focus on sport back at the center of everything we do.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.6,0.82,0.72,0.7
556b9909bffa,WFC_Q3-2025,"First, our aspirations, to be the top U.S. consumer and small business bank and wealth manager, providing industry-leading deposit, loan, investment and payments products, also to be the top U.S. bank to businesses of all sizes with the goal of being a top 5 U.S. investment bank.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.75,0.75,0.92,0.7
55e3315388f7,FAST_Q1-2024,And so we tempered the closures really to -- because we felt that talent could slide over into the other -- into branches that are growing but also into this new Onsite growth element because we had the talent to move.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.72,0.7
563059c9c670,NKE_Q3-2025,Our product visibility goes well beyond 4 quarters.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.6
5647b40e8a43,GS_Q4-2025,But you need to look at the efficiency ratio on a full year basis.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.72,0.85,0.6
571f91023eec,NVDA_Q1-2026,By putting the power of an AI supercomputer in a desktop form factor.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.92,0.7
58f9895c3cc6,BLK_Q1-2025,The market downturn impacts millions of ordinary people's retirement savings.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.92,0.6
59e97a957100,FDX_Q3-2024,"As you'd expect, with everything going on, there's legal and accounting exercises that need to take place to get us through this next period, including June 1 date of One FedEx.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.75,0.72,0.7
5bb889378dea,BLK_Q1-2025,We have a couple of announcements of partnerships with other organizations in LatAm that we're working on.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.75,0.6
5bdcc95d0bf0,FAST_Q2-2024,"However, it did ease from where it was in the first quarter of 2024.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.6,0.72,0.6
5c4d73d60eac,WFC_Q4-2023,"We will continue to consider current market conditions, including interest rate movements, risk-weighted asset levels, stress test results as well as any potential economic uncertainty with respect to the amount and timing of share repurchases over the coming quarters.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.65,0.85,0.75
5c9648ac032a,JPM_Q3-2024,"We've actually deployed a lot of capital, some of those almost have been paid off, some of it's done.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.52,0.55,0.72,0.7
5cd1d5e41cf5,FDX_Q1-2026,"The one thing that I can emphasize that as we look at the difference between the Q1 and Q2 through Q4, the domestic momentum.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.55,0.72,0.6
5d4e473b0f17,NVDA_Q4-2026,"And so the more compute that they can stand online, bring online, the faster their revenues will grow.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.75,0.85,0.6
5d53f1a0db4f,BLK_Q3-2025,"The last thing I'd flag is these strategies are contributing, I think, to fee yield improvement.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.6,0.72,0.72,0.5
5dd5f66c3f4c,AMD_Q4-2023,"While we are not providing specific full year guidance for 2024, let me provide some color.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.9
5f9441da9db1,FAST_Q3-2025,"Second thing on this slide, for me, Q3 was a quarter of profitable growth.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.6,0.85,0.7
62a966c88874,AVGO_Q1-2025,"So those are trends we see today and a lot of it coming out of AI, a lot of it coming out of sensitive rules on sovereignty in cloud and data.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.6,0.75,0.72,0.7
630b3e3a20e2,FAST_Q3-2025,"Figure out what you need, surgically buy product based on cost components, but don't do a broad brush on this.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
6318a962a694,NVDA_Q3-2026,"Therefore, a new approach is necessary for them to keep driving the cost down.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.45,0.75,0.92,0.7
64368cc73849,PLTR_Q4-2023,"AIP is the AI-powered operating system for the enterprise, not a Q&A bot, not an agent framework, not a way to dabble, but a way to deliver.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.85,0.7
6453fa355185,C_Q4-2024,Or how do you think about the rest of the year on the buybacks.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.85,0.92,0.9
64b228d06615,NVDA_Q4-2026,"The computing demand is just a lot higher, and so if we continue to believe there's value in it, and we'll talk about that in a second, then the world will invest to produce that token.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.72,0.85,0.6
64d59c373a33,NKE_Q3-2026,We had been servicing our consumers with a direct-to-consumer model.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.7
65321d37b210,PLTR_Q2-2025,"As LLMs continue to improve, it only further accelerates the value realization and therefore, the value of our products.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.82,0.85,0.7
657033f058e0,WFC_Q3-2025,"Analysts - MD & Head of United States Bank Research Within your deposit growth expectations, within retail specifically, could you speak to geographies or products you're pushing the hardest and maybe where there's the biggest opportunity for growth over the coming years?",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.72,0.85,0.85,0.9
669272ddca78,WFC_Q3-2025,And we don't see any meaningful changes across different affluence levels.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.6,0.72,0.7
66f17f729791,GS_Q3-2025,"We are thrilled to partner with T. Rowe which, like Goldman Sachs, has a strong brand with a long track record of success across investing in capital markets and in producing strong investment returns for clients.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.92,0.6
67d835b18717,AVGO_Q2-2025,"Networking is hot, but that doesn't mean XPU is any soften.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
68714b825511,BLK_Q1-2025,We've definitely been well below that in recent years.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.75,0.92,0.6
68efdf256c65,NKE_Q2-2026,All of these new concepts will come to the consumer in the back half of the year.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.65,0.7,0.72,0.6
6936a84fe8f0,AMD_Q3-2025,"I think the key point being, clearly, there's a desire to get on the latest and greatest GPUs when you're building new data center infrastructure.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
6a344db73ee5,BLK_Q3-2025,"And then just looking at your private markets flows, those sort of stepped up nicely sequentially as they did earlier in the year when you acquired GIP.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.72,0.72,0.85,0.75
6af2b14e9712,C_Q2-2024,"And what that is, is in Argentina, we have capital there.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.52,0.6,0.85,0.6
6b9b5ca8c8f5,NKE_Q4-2025,"And so when I think about the longer term, our goal is to return to sustainable organic revenue growth and to see the recovery of these transitory impacts that we've been talking about as we've been repositioning the business.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.62,0.82,0.85,0.7
6beb2bbf6147,AVGO_Q3-2024,"But see, we do not focus very much on enterprise AI market, as you know well.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.65,0.75,0.7
6d42935896a1,NKE_Q2-2026,"Future, and we had kids lining up for that shoe.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.92,0.7
6e581cf4a33a,JPM_Q3-2025,"This administration is saying things and, from what we're seeing, transitioning to action quite quickly.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.75,0.92,0.6
6e6af0de5f7d,C_Q2-2024,"After a break in progress, inflation now appears back on a downward trajectory.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.6,0.72,0.6
70bb48da5ab7,FAST_Q3-2025,"The only difference between now and then is we know what we know now, and that is it's going to be a little bit lower than we thought, which frankly, is a good thing because it tells me we've probably put in more substitutions in place.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.6,0.85,0.7
7133088c0728,JNJ_Q1-2024,"I'll now discuss our full year 2024 guidance, which excludes the recently announced acquisition of Shockwave.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.72,0.75,0.92,0.9
716762eb2123,BLK_Q1-2024,"It comes from organizational design, global footprinting using some of our innovation hubs around the world.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.75,0.85,0.6
720e1e947d2b,AVGO_Q1-2024,I do not go into production as a rail customer at this point.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.72,0.85,0.7
722296907601,AVGO_Q3-2025,"And they are the guys who would invest, who need to invest a lot initially, in my view, on training, training of ever larger and larger clusters of ever more capable accelerators.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
732770e8592b,JNJ_Q2-2025,I will now comment on business sales performance in the quarter with a focus on the 6 areas Joaquin discussed that will drive significant growth for the enterprise.,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.72,0.85,0.92,0.7
732bd7ca3c77,PLTR_Q1-2024,"You see the same thing in the government, Shyam and others will talk about it, but our mission footprint, whether it's in Ukraine, Israel or in the United States government is stunning.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.72,0.6
73e1d2956d40,AMD_Q1-2024,Could it be a lot more than that in terms of your exit rate of MI for this year?,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.85,0.9
749ad45c5b5d,PLTR_Q4-2023,Europe has decided that they are not going to engage in this revolution.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
751da47de00f,BLK_Q2-2024,"If and when the private equity markets unlock itself and there's a little more distribution, maybe you could see some of that cash going out and re-risking.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.7
7537a44f3d83,FAST_Q3-2025,There was also some changes that we talked about on some pay programs we were making.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.6
76202389d69f,BLK_Q1-2024,"They want their portfolios to be more holistically blending public and private markets, active in an index.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
765860ccced0,JPM_Q1-2026,I totally agree with Jamie that there is no systematic risk come as long as we assume the every type of capital expenditures continue with good yield outlook.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.55,0.85,0.6
76dcf08746d3,FDX_Q3-2026,"And I'm assuming that as you come to the end of hiring all the new salespeople, there's going to be a ramp time until they start producing some fruits for their labor.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.82,0.85,0.7
7826f5bf5a20,JPM_Q4-2025,And it should very much not be a sort of goal-seeking exercise for some arbitrary number at the level of the system or for large banks or for small banks and certainly not for any given firm.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.92,0.8
7a2dd44e623d,INTC_Q3-2024,"Longer term, I just think as we continually improve our product portfolio, both in Foundry and Products, that usually commands a better margin profile and also longer term be a tailwind.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.7
7e199a6ff287,AVGO_Q2-2024,"It's not -- what we're offering, obviously, is not something that they would like to use themselves, to be able to do themselves, which is they're already spending on building their own on-prem data centers.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.6
7ff45758d37d,NVDA_Q1-2026,"I was wondering if you could give some additional color around the strength you saw within the networking business, particularly around the adoption of your Ethernet solutions at CSPs as well as any change you're seeing in network attach rates.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.72,0.82,0.85,0.9
80144c45ae6f,FDX_Q1-2025,"In Europe, we further optimized in-station processes.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,boilerplate,substantive,0.52,0.82,0.85,0.7
81b764ddd75a,FAST_Q3-2024,"Of those 3 scenarios, personally, I think the second and third have a greater probability, one or the other, than the first.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.65,0.92,0.6
81d6ab9165c5,FAST_Q1-2025,"And so -- but there is no silver bullet that will cause something where you have a tariff that was declared on Wednesday or Thursday -- Wednesday, I guess it was, that's 145%.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.75,0.85,0.7
820eee423d81,NKE_Q4-2024,"And as we are saying, as we move into the end of this second half of this fiscal year, which we talk about is spring '25 and summer '25 of the seasons, the amount and breadth and depth of the innovation is just accelerating significantly.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.62,0.82,0.85,0.6
825b9d970a1b,PLTR_Q2-2024,"Executives - Co-Founder, CEO & Director Well, and Shyam's leading this charge, but the reason it, I think, is likely to work is because not just America but every allied nation is -- has the problem that they cannot get their military production to work.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.6,0.72,0.6
82c75b4c8e3b,GS_Q4-2024,The subsegments that we report into are not changing.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.6,0.85,0.7
82f557591bbd,BLK_Q2-2024,We think this opportunity to index the private markets is really one of the most attractive that we've had in the history of BlackRock.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.62,0.82,0.85,0.6
848018e46691,JPM_Q1-2025,Executives - Chairman & CEO I just would also say it may not be deposits.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.45,0.72,0.92,0.6
849bd54ec20c,AVGO_Q1-2026,"And in spite of all the hubris noise out there on what's available, they think very long term on how they deploy the XPUs they develop with us, how they deploy in achieving better and better LLMs that they want to create.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.6,0.72,0.6
84c018fb75ae,JPM_Q2-2024,"So first and foremost, we're looking to deploy the capital into organic or inorganic growth.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
860b49c66047,INTC_Q4-2024,"Alongside our investments in enterprise, our ecosystem reach also positions us well in AI PC consumer markets.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.6
87232b9b7c48,JNJ_Q3-2025,"We do not believe that the one you're referring to has any significant materiality and shouldn't impact, we would say, moderate, certainly not material from an overall performance perspective.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.65,0.85,0.7
87b8c3021405,FAST_Q4-2023,Now an Onsite might be we're physically inside the customer's facility.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.7
8912dddef533,NKE_Q2-2026,We're resetting the marketplace for Converse under new leadership.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.6,0.6,0.85,0.7
8942a484a291,FAST_Q4-2024,"And the third is when you're buying stuff in a rush, you don't buy better than when you buy stuff in a planned fashion.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.92,0.7
89e85831afc7,WFC_Q1-2024,And then it starts with like deposits and deposit mix and deposit pricing and then goes through the rest of where we think the assets sort of net out.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
8b3c470d12a9,JPM_Q1-2026,"Same risk be regulated in the same way, and it doesn't become the case that you just create a giant arbitrage back door or the provision on the payment of interest for stable funds.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.72,0.6
8c6f03ebf97a,C_Q4-2025,And we're going to continue to bring in top talent to fill remaining gaps that we have notably in North America.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.92,0.7
8d826a7a1aef,JPM_Q4-2024,"I guess there could be some versions of the world where the numerator is a little less, and then guessing about our central case and comparing our projected capital amount to that number to determine the excess.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.7
8fa0605e9da3,WFC_Q2-2025,We also see opportunities to allocate more balance sheet to our markets business to drive increased profitability.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.75,0.6
918cc3754787,NKE_Q3-2025,"One thing it was great to see for the right product drops like the Nike Black Label Collection, the Kobe Protros, Jordan Red 1s and Jordan 4 Cement, the passion of sneaker culture is alive.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.75,0.85,0.7
91c28822f7ce,C_Q4-2024,We've also been cutting some of the unproductive spend.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
91d48a664b5c,GS_Q3-2025,"And I do -- going back to where I started, I do think this improves our competitive position relative to others that are outside of the regulatory landscape.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.82,0.85,0.6
91ede65f85de,JPM_Q3-2024,And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.7,0.92,0.7
92bf81a84bb1,NKE_Q2-2026,"In Greater China, we highlighted last quarter that we were facing a longer road to a healthier business.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.7
932809fbc259,FAST_Q2-2024,"Executives - Former Executive VP & CFO If you look -- if the question is about green shoots, I don't have a lot of green shoots for you on the macro side.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.85,0.9
94be0e928a3e,WFC_Q3-2024,We need to build out operational risk and compliance in the company.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.7
94e5f6e77c5d,AVGO_Q1-2026,"But I'm talking about scaling up in a rack, in a cluster domain.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.6
957fe2d3e59d,INTC_Q3-2024,So I'll say the first order of business is hold share and then regain share.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
96f2341548f6,FAST_2026_01_20,"It also provides our customers with ongoing insight regarding product consumption, insight we're uniquely able to provide in a wide range of locations.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.52,0.75,0.72,0.6
974088e231cf,AVGO_Q4-2024,"In sharp contrast, we see our opportunity over the next 3 years in AI as massive.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.85,0.85,0.6
97d4caaaddda,JPM_Q4-2025,"In a lot of our businesses, everything gets expensed upfront.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
97f5300aa896,FDX_Q1-2025,Just -- is there enough in terms of the walk as you move from 1Q to 2Q for earnings to be up sequentially?,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.7,0.85,0.9
991fb5121fc1,FAST_Q3-2024,"Just to make it easier, as Dan indicated, for the branches to get product faster, helps customer service, helps us grow.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.72,0.82,0.85,0.7
9986e5438f1b,AVGO_Q4-2025,Are you going to continue to sell racks?,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.6,0.92,0.9
9ba9eefac801,AVGO_Q2-2024,"We also recognize that being the AI compute engine of choice in merchants in the ecosystem, which is GPUs, that they are trying to create a platform that is probably end to end very integrated.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.72,0.6
9c4d37335971,NKE_Q4-2024,"So on your first question, the actions that we're taking on NIKE Direct and Digital are more aggressive.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.6,0.72,0.6
9caa46df269d,BLK_Q1-2025,The euro debt aligns our capital structure with our global business.,boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.55,0.75,0.72,0.7
9ce65e0a08ed,INTC_Q3-2025,"By connecting our architectures through NVIDIA NVLink, we combine Intel's CPU and x86 leadership with NVIDIA unmatched AI and accelerated computing strengths, unlocking innovative solutions that will deliver better customer experience and provide a beachhead for Intel in the leading AI platform of tomorrow.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.82,0.82,0.72,0.7
9d2c93b59ee2,FAST_Q4-2023,"One thing we've talked about a number of years ago was building our infrastructure to support signing 100 devices a day, and that was a long way away from what we were doing at the time, but that was kind of the number we had in our head.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.75,0.7
9d6be834b02d,BLK_Q2-2024,BlackRock is always a share winner when assets are in motion and a meaningful outperformer in periods of investors re-risking.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.6,0.92,0.6
9dff0328a9d8,FAST_Q4-2024,"If and when business gets better and pretax is growing more strongly, bonuses sort of reassert themselves.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
9fe0dd4ab441,JNJ_Q4-2025,"In MedTech, we will continue to accelerate our newly launched products and expect normalized seasonality.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.7,0.72,0.6
a05b060276f4,JNJ_Q1-2024,"The one-timers, there was tailwinds and headwinds in that number.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
a091133c17ab,BLK_Q1-2026,"All that means is the deficits are probably going to be rising or a need to do -- as they build out infrastructure, a need for more public, private is more realistic.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.72,0.72,0.6
a120ac9f1738,C_Q4-2025,"And in order for us to ensure we're delivering greater returns in '27, '28, et cetera, we have to continue to invest in the franchise.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.62,0.75,0.85,0.7
a167e4094f5d,FAST_2026_01_20,"And of course, we obvious -- we distribute through a lot of tech areas like the FMI space.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.72,0.6
a21e44fd1756,AVGO_Q4-2024,"What do you think is the SAM in 2024, so we can get a baseline view of what your $12.2 billion in sales represent?",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.75,0.92,0.9
a3738b4f3034,JPM_Q3-2024,"We're guessing it's pretty far out in the future, and we'll give you formal guidance and all this stuff next quarter.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.92,0.9
a4a6cd7ea257,AVGO_Q1-2026,"I think on further study relative to even comments that I did make last quarter, the impact relative to our overall mix is actually not going to be substantial at all.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.65,0.72,0.7
a508719d5c3d,WFC_Q2-2025,It looks like they were relatively flat.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.7,0.92,0.6
a578996e81d0,C_Q1-2024,We very much look forward to welcoming Vis Raghavan to Citi to lead our Banking franchise in early June.,boilerplate,2,boilerplate_2v1,boilerplate,substantive,boilerplate,substantive,0.82,0.72,0.92,0.7
a5a6ffa32de8,PLTR_Q1-2025,"And everything about it is heretical, a military vehicle with a software company as the prime contractor, and it's built by a team of nontraditional defense innovators like Anduril.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.75,0.85,0.7
a759b9f34b80,AMD_Q2-2025,"We really don't have that on the shelf, a finished good we can ship immediately.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.65,0.75,0.7
a77aea6d40b6,GS_Q4-2023,"Is that someone from the Board currently, someone from outside Goldman Sachs, what type of person is the Board looking for?",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.82,0.92,0.9
a7ae8e94961c,AVGO_Q1-2026,"You can tweak your TPUs towards the -- XPU, sorry, Freudian slip, to a particular kind of workload LLM that you want.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.6
a82f47e4de04,BLK_Q2-2024,"Through our iShares and indexing platforms, we've developed long-standing relationships, highly aligned shareholder relationship with global corporates.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.82,0.85,0.7
a8adc25a0d6c,FDX_Q4-2025,"In addition to our Q1 outlook, we remain committed to being transparent and resuming our full year outlook for adjusted EPS, effective tax rate and capital returns as visibility improves.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.82,0.75,0.85,0.7
a96fe60b6694,AMD_Q1-2025,"So we continue to see with our memory bandwidth and memory capacity advantages, that's a positive.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.85,0.6
a99956316655,AVGO_Q2-2025,"And when we do that, yes, perhaps then things like exotic stuff like co-packaging might be of silicon with optical might become relevant.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.55,0.85,0.7
